Climate scenario,With CO2 yield fertilization,Data source,Point estimate,95 percent CI,Region,Nutrient,Unit per capita,Year,Value
RCP4p5,yes,Loladze,yes,,Ireland,iron,mg,2010,23.10
RCP4p5,yes,Loladze,yes,,Ireland,zinc,mg,2010,21.15
RCP4p5,yes,Loladze,yes,,Iran,protein,g,2010,113.86
RCP4p5,yes,Loladze,yes,,Iran,iron,mg,2010,27.91
RCP4p5,yes,Loladze,yes,,Iran,zinc,mg,2010,19.20
RCP4p5,yes,Loladze,yes,,Iraq,protein,g,2010,69.36
RCP4p5,yes,Loladze,yes,,Iraq,iron,mg,2010,18.22
RCP4p5,yes,Loladze,yes,,Iraq,zinc,mg,2010,12.78
RCP4p5,yes,Loladze,yes,,Iceland,protein,g,2010,110.81
RCP4p5,yes,Loladze,yes,,Iceland,iron,mg,2010,17.82
RCP4p5,yes,Loladze,yes,,Iceland,zinc,mg,2010,16.98
RCP4p5,yes,Loladze,yes,,Israel,protein,g,2010,161.35
RCP4p5,yes,Loladze,yes,,Israel,iron,mg,2010,31.51
RCP4p5,yes,Loladze,yes,,Israel,zinc,mg,2010,24.52
RCP4p5,yes,Loladze,yes,,Italy,protein,g,2010,144.95
RCP4p5,yes,Loladze,yes,,Italy,iron,mg,2010,26.35
RCP4p5,yes,Loladze,yes,,Italy,zinc,mg,2010,23.10
RCP4p5,yes,Loladze,yes,,Jamaica,protein,g,2010,85.29
RCP4p5,yes,Loladze,yes,,Jamaica,iron,mg,2010,17.65
RCP4p5,yes,Loladze,yes,,Jamaica,zinc,mg,2010,12.50
RCP4p5,yes,Loladze,yes,,Jordan,protein,g,2010,102.46
RCP4p5,yes,Loladze,yes,,Jordan,iron,mg,2010,23.39
RCP4p5,yes,Loladze,yes,,Jordan,zinc,mg,2010,17.07
RCP4p5,yes,Loladze,yes,,Japan,protein,g,2010,108.28
RCP4p5,yes,Loladze,yes,,Japan,iron,mg,2010,24.11
RCP4p5,yes,Loladze,yes,,Japan,zinc,mg,2010,14.80
RCP4p5,yes,Loladze,yes,,Kazakhstan,protein,g,2010,132.52
RCP4p5,yes,Loladze,yes,,Kazakhstan,iron,mg,2010,27.13
RCP4p5,yes,Loladze,yes,,Kazakhstan,zinc,mg,2010,22.72
RCP4p5,yes,Loladze,yes,,Kenya,protein,g,2010,64.95
RCP4p5,yes,Loladze,yes,,Kenya,iron,mg,2010,18.18
RCP4p5,yes,Loladze,yes,,Kenya,zinc,mg,2010,10.41
RCP4p5,yes,Loladze,yes,,Kyrgyzstan,protein,g,2010,109.43
RCP4p5,yes,Loladze,yes,,Kyrgyzstan,iron,mg,2010,24.30
RCP4p5,yes,Loladze,yes,,Kyrgyzstan,zinc,mg,2010,19.69
RCP4p5,yes,Loladze,yes,,Cambodia,protein,g,2010,63.07
RCP4p5,yes,Loladze,yes,,Cambodia,iron,mg,2010,12.68
RCP4p5,yes,Loladze,yes,,Cambodia,zinc,mg,2010,6.60
RCP4p5,yes,Loladze,yes,,South Korea,protein,g,2010,111.74
RCP4p5,yes,Loladze,yes,,South Korea,iron,mg,2010,28.56
RCP4p5,yes,Loladze,yes,,South Korea,zinc,mg,2010,16.97
RCP4p5,yes,Loladze,yes,,Laos,protein,g,2010,69.51
RCP4p5,yes,Loladze,yes,,Laos,iron,mg,2010,14.61
RCP4p5,yes,Loladze,yes,,Laos,zinc,mg,2010,7.25
RCP4p5,yes,Loladze,yes,,Lebanon,protein,g,2010,124.48
RCP4p5,yes,Loladze,yes,,Lebanon,iron,mg,2010,28.27
RCP4p5,yes,Loladze,yes,,Lebanon,zinc,mg,2010,20.88
RCP4p5,yes,Loladze,yes,,Liberia,protein,g,2010,46.43
RCP4p5,yes,Loladze,yes,,Liberia,iron,mg,2010,15.91
RCP4p5,yes,Loladze,yes,,Liberia,zinc,mg,2010,7.49
RCP4p5,yes,Loladze,yes,,Libya,protein,g,2010,122.97
RCP4p5,yes,Loladze,yes,,Libya,iron,mg,2010,30.43
RCP4p5,yes,Loladze,yes,,Libya,zinc,mg,2010,21.72
RCP4p5,yes,Loladze,yes,,Sri Lanka,protein,g,2010,72.33
RCP4p5,yes,Loladze,yes,,Sri Lanka,iron,mg,2010,18.98
RCP4p5,yes,Loladze,yes,,Sri Lanka,zinc,mg,2010,16.08
RCP4p5,yes,Loladze,yes,,Lesotho,protein,g,2010,76.81
RCP4p5,yes,Loladze,yes,,Lesotho,iron,mg,2010,30.35
RCP4p5,yes,Loladze,yes,,Lesotho,zinc,mg,2010,12.90
RCP4p5,yes,Loladze,yes,,Moldova,protein,g,2010,97.44
RCP4p5,yes,Loladze,yes,,Moldova,iron,mg,2010,20.98
RCP4p5,yes,Loladze,yes,,Moldova,zinc,mg,2010,16.20
RCP4p5,yes,Loladze,yes,,Madagascar,protein,g,2010,49.12
RCP4p5,yes,Loladze,yes,,Madagascar,iron,mg,2010,13.92
RCP4p5,yes,Loladze,yes,,Madagascar,zinc,mg,2010,8.33
RCP4p5,yes,Loladze,yes,,Mexico,protein,g,2010,108.26
RCP4p5,yes,Loladze,yes,,Mexico,iron,mg,2010,24.90
RCP4p5,yes,Loladze,yes,,Mexico,zinc,mg,2010,17.49
RCP4p5,yes,Loladze,yes,,Mali,protein,g,2010,75.13
RCP4p5,yes,Loladze,yes,,Mali,iron,mg,2010,28.93
RCP4p5,yes,Loladze,yes,,Mali,zinc,mg,2010,14.22
RCP4p5,yes,Loladze,yes,,Myanmar,protein,g,2010,85.13
RCP4p5,yes,Loladze,yes,,Myanmar,iron,mg,2010,16.73
RCP4p5,yes,Loladze,yes,,Myanmar,zinc,mg,2010,8.70
RCP4p5,yes,Loladze,yes,,Mongolia,protein,g,2010,92.73
RCP4p5,yes,Loladze,yes,,Mongolia,iron,mg,2010,28.14
RCP4p5,yes,Loladze,yes,,Mongolia,zinc,mg,2010,19.85
RCP4p5,yes,Loladze,yes,,Morocco,protein,g,2010,124.22
RCP4p5,yes,Loladze,yes,,Morocco,iron,mg,2010,32.40
RCP4p5,yes,Loladze,yes,,Morocco,zinc,mg,2010,22.96
RCP4p5,yes,Loladze,yes,,Mozambique,protein,g,2010,48.72
RCP4p5,yes,Loladze,yes,,Mozambique,iron,mg,2010,19.23
RCP4p5,yes,Loladze,yes,,Mozambique,zinc,mg,2010,8.71
RCP4p5,yes,Loladze,yes,,Mauritania,protein,g,2010,92.17
RCP4p5,yes,Loladze,yes,,Mauritania,iron,mg,2010,26.96
RCP4p5,yes,Loladze,yes,,Mauritania,zinc,mg,2010,12.83
RCP4p5,yes,Loladze,yes,,Malawi,protein,g,2010,65.91
RCP4p5,yes,Loladze,yes,,Malawi,iron,mg,2010,22.17
RCP4p5,yes,Loladze,yes,,Malawi,zinc,mg,2010,11.02
RCP4p5,yes,Loladze,yes,,Malaysia,protein,g,2010,109.76
RCP4p5,yes,Loladze,yes,,Malaysia,iron,mg,2010,20.23
RCP4p5,yes,Loladze,yes,,Malaysia,zinc,mg,2010,13.62
RCP4p5,yes,Loladze,yes,,Namibia,protein,g,2010,85.80
RCP4p5,yes,Loladze,yes,,Namibia,iron,mg,2010,33.27
RCP4p5,yes,Loladze,yes,,Namibia,zinc,mg,2010,12.51
RCP4p5,yes,Loladze,yes,,Niger,protein,g,2010,92.13
RCP4p5,yes,Loladze,yes,,Niger,iron,mg,2010,43.53
RCP4p5,yes,Loladze,yes,,Niger,zinc,mg,2010,19.88
RCP4p5,yes,Loladze,yes,,Nigeria,protein,g,2010,77.18
RCP4p5,yes,Loladze,yes,,Nigeria,iron,mg,2010,30.05
RCP4p5,yes,Loladze,yes,,Nigeria,zinc,mg,2010,14.82
RCP4p5,yes,Loladze,yes,,Nicaragua,protein,g,2010,65.72
RCP4p5,yes,Loladze,yes,,Nicaragua,iron,mg,2010,14.28
RCP4p5,yes,Loladze,yes,,Nicaragua,zinc,mg,2010,10.57
RCP4p5,yes,Loladze,yes,,Netherlands,protein,g,2010,122.78
RCP4p5,yes,Loladze,yes,,Netherlands,iron,mg,2010,18.78
RCP4p5,yes,Loladze,yes,,Netherlands,zinc,mg,2010,17.54
RCP4p5,yes,Loladze,yes,,Norway,protein,g,2010,125.32
RCP4p5,yes,Loladze,yes,,Norway,iron,mg,2010,21.55
RCP4p5,yes,Loladze,yes,,Norway,zinc,mg,2010,19.59
RCP4p5,yes,Loladze,yes,,Nepal,protein,g,2010,66.64
RCP4p5,yes,Loladze,yes,,Nepal,iron,mg,2010,22.82
RCP4p5,yes,Loladze,yes,,Nepal,zinc,mg,2010,12.72
RCP4p5,yes,Loladze,yes,,New Zealand,protein,g,2010,120.37
RCP4p5,yes,Loladze,yes,,New Zealand,iron,mg,2010,22.90
RCP4p5,yes,Loladze,yes,,New Zealand,zinc,mg,2010,18.57
RCP4p5,yes,Loladze,yes,,Other Atlantic,protein,g,2010,52.27
RCP4p5,yes,Loladze,yes,,Other Atlantic,iron,mg,2010,16.39
RCP4p5,yes,Loladze,yes,,Other Atlantic,zinc,mg,2010,7.42
RCP4p5,yes,Loladze,yes,,Other Balkans,protein,g,2010,68.04
RCP4p5,yes,Loladze,yes,,Other Balkans,iron,mg,2010,14.71
RCP4p5,yes,Loladze,yes,,Other Balkans,zinc,mg,2010,11.25
RCP4p5,yes,Loladze,yes,,Other Indian Ocean,protein,g,2010,47.18
RCP4p5,yes,Loladze,yes,,Other Indian Ocean,iron,mg,2010,12.53
RCP4p5,yes,Loladze,yes,,Other Indian Ocean,zinc,mg,2010,7.13
RCP4p5,yes,Loladze,yes,,Other Pacific Ocean,protein,g,2010,65.36
RCP4p5,yes,Loladze,yes,,Other Pacific Ocean,iron,mg,2010,16.25
RCP4p5,yes,Loladze,yes,,Other Pacific Ocean,zinc,mg,2010,10.69
RCP4p5,yes,Loladze,yes,,Other Southeast Asia,protein,g,2010,130.27
RCP4p5,yes,Loladze,yes,,Other Southeast Asia,iron,mg,2010,22.97
RCP4p5,yes,Loladze,yes,,Other Southeast Asia,zinc,mg,2010,16.92
RCP4p5,yes,Loladze,yes,,Pakistan,protein,g,2010,72.29
RCP4p5,yes,Loladze,yes,,Pakistan,iron,mg,2010,20.61
RCP4p5,yes,Loladze,yes,,Pakistan,zinc,mg,2010,11.94
RCP4p5,yes,Loladze,yes,,Panama,protein,g,2010,85.16
RCP4p5,yes,Loladze,yes,,Panama,iron,mg,2010,16.14
RCP4p5,yes,Loladze,yes,,Panama,zinc,mg,2010,13.93
RCP4p5,yes,Loladze,yes,,Peru,protein,g,2010,77.81
RCP4p5,yes,Loladze,yes,,Peru,iron,mg,2010,19.00
RCP4p5,yes,Loladze,yes,,Peru,zinc,mg,2010,12.94
RCP4p5,yes,Loladze,yes,,Philippines,protein,g,2010,72.19
RCP4p5,yes,Loladze,yes,,Philippines,iron,mg,2010,13.70
RCP4p5,yes,Loladze,yes,,Philippines,zinc,mg,2010,7.99
RCP4p5,yes,Loladze,yes,,Papua New Guinea,protein,g,2010,39.73
RCP4p5,yes,Loladze,yes,,Papua New Guinea,iron,mg,2010,19.37
RCP4p5,yes,Loladze,yes,,Papua New Guinea,zinc,mg,2010,7.71
RCP4p5,yes,Loladze,yes,,Poland,protein,g,2010,125.33
RCP4p5,yes,Loladze,yes,,Poland,iron,mg,2010,23.89
RCP4p5,yes,Loladze,yes,,Poland,zinc,mg,2010,19.64
RCP4p5,yes,Loladze,yes,,North Korea,protein,g,2010,67.64
RCP4p5,yes,Loladze,yes,,North Korea,iron,mg,2010,20.47
RCP4p5,yes,Loladze,yes,,North Korea,zinc,mg,2010,11.61
RCP4p5,yes,Loladze,yes,,Portugal,protein,g,2010,141.12
RCP4p5,yes,Loladze,yes,,Portugal,iron,mg,2010,24.50
RCP4p5,yes,Loladze,yes,,Portugal,zinc,mg,2010,20.46
RCP4p5,yes,Loladze,yes,,Paraguay,protein,g,2010,82.16
RCP4p5,yes,Loladze,yes,,Paraguay,iron,mg,2010,19.00
RCP4p5,yes,Loladze,yes,,Paraguay,zinc,mg,2010,13.85
RCP4p5,yes,Loladze,yes,,Palestine,protein,g,2010,95.64
RCP4p5,yes,Loladze,yes,,Palestine,iron,mg,2010,22.39
RCP4p5,yes,Loladze,yes,,Palestine,zinc,mg,2010,16.54
RCP4p5,yes,Loladze,yes,,Rest of Arabia,protein,g,2010,121.02
RCP4p5,yes,Loladze,yes,,Rest of Arabia,iron,mg,2010,26.54
RCP4p5,yes,Loladze,yes,,Rest of Arabia,zinc,mg,2010,19.56
RCP4p5,yes,Loladze,yes,,Romania,protein,g,2010,136.31
RCP4p5,yes,Loladze,yes,,Romania,iron,mg,2010,27.23
RCP4p5,yes,Loladze,yes,,Romania,zinc,mg,2010,22.10
RCP4p5,yes,Loladze,yes,,Russia,protein,g,2010,119.70
RCP4p5,yes,Loladze,yes,,Russia,iron,mg,2010,23.71
RCP4p5,yes,Loladze,yes,,Russia,zinc,mg,2010,18.80
RCP4p5,yes,Loladze,yes,,Rwanda,protein,g,2010,56.16
RCP4p5,yes,Loladze,yes,,Rwanda,iron,mg,2010,22.95
RCP4p5,yes,Loladze,yes,,Rwanda,zinc,mg,2010,10.07
RCP4p5,yes,Loladze,yes,,Saudi Arabia,protein,g,2010,95.88
RCP4p5,yes,Loladze,yes,,Saudi Arabia,iron,mg,2010,22.68
RCP4p5,yes,Loladze,yes,,Saudi Arabia,zinc,mg,2010,15.91
RCP4p5,yes,Loladze,yes,,Sudan,protein,g,2010,77.10
RCP4p5,yes,Loladze,yes,,Sudan,iron,mg,2010,22.11
RCP4p5,yes,Loladze,yes,,Sudan,zinc,mg,2010,12.69
RCP4p5,yes,Loladze,yes,,Senegal,protein,g,2010,70.49
RCP4p5,yes,Loladze,yes,,Senegal,iron,mg,2010,21.73
RCP4p5,yes,Loladze,yes,,Senegal,zinc,mg,2010,11.44
RCP4p5,yes,Loladze,yes,,Solomon Islands,protein,g,2010,61.64
RCP4p5,yes,Loladze,yes,,Solomon Islands,iron,mg,2010,22.98
RCP4p5,yes,Loladze,yes,,Solomon Islands,zinc,mg,2010,11.07
RCP4p5,yes,Loladze,yes,,Sierra Leone,protein,g,2010,57.49
RCP4p5,yes,Loladze,yes,,Sierra Leone,iron,mg,2010,19.72
RCP4p5,yes,Loladze,yes,,Sierra Leone,zinc,mg,2010,7.70
RCP4p5,yes,Loladze,yes,,El Salvador,protein,g,2010,80.07
RCP4p5,yes,Loladze,yes,,El Salvador,iron,mg,2010,20.60
RCP4p5,yes,Loladze,yes,,El Salvador,zinc,mg,2010,12.63
RCP4p5,yes,Loladze,yes,,Somalia,protein,g,2010,40.49
RCP4p5,yes,Loladze,yes,,Somalia,iron,mg,2010,6.29
RCP4p5,yes,Loladze,yes,,Somalia,zinc,mg,2010,6.52
RCP4p5,yes,Loladze,yes,,Spain,protein,g,2010,140.09
RCP4p5,yes,Loladze,yes,,Spain,iron,mg,2010,23.37
RCP4p5,yes,Loladze,yes,,Spain,zinc,mg,2010,19.78
RCP4p5,yes,Loladze,yes,,Slovakia,protein,g,2010,101.23
RCP4p5,yes,Loladze,yes,,Slovakia,iron,mg,2010,19.72
RCP4p5,yes,Loladze,yes,,Slovakia,zinc,mg,2010,15.90
RCP4p5,yes,Loladze,yes,,Slovenia,protein,g,2010,126.34
RCP4p5,yes,Loladze,yes,,Slovenia,iron,mg,2010,22.78
RCP4p5,yes,Loladze,yes,,Slovenia,zinc,mg,2010,20.07
RCP4p5,yes,Loladze,yes,,Sweden,protein,g,2010,130.52
RCP4p5,yes,Loladze,yes,,Sweden,iron,mg,2010,18.92
RCP4p5,yes,Loladze,yes,,Sweden,zinc,mg,2010,19.13
RCP4p5,yes,Loladze,yes,,Swaziland,protein,g,2010,79.86
RCP4p5,yes,Loladze,yes,,Swaziland,iron,mg,2010,22.54
RCP4p5,yes,Loladze,yes,,Swaziland,zinc,mg,2010,12.04
RCP4p5,yes,Loladze,yes,,Syria,protein,g,2010,108.09
RCP4p5,yes,Loladze,yes,,Syria,iron,mg,2010,26.66
RCP4p5,yes,Loladze,yes,,Syria,zinc,mg,2010,18.99
RCP4p5,yes,Loladze,yes,,Chad,protein,g,2010,75.55
RCP4p5,yes,Loladze,yes,,Chad,iron,mg,2010,43.82
RCP4p5,yes,Loladze,yes,,Chad,zinc,mg,2010,14.54
RCP4p5,yes,Loladze,yes,,Togo,protein,g,2010,62.05
RCP4p5,yes,Loladze,yes,,Togo,iron,mg,2010,20.49
RCP4p5,yes,Loladze,yes,,Togo,zinc,mg,2010,10.99
RCP4p5,yes,Loladze,yes,,Thailand,protein,g,2010,75.00
RCP4p5,yes,Loladze,yes,,Thailand,iron,mg,2010,15.37
RCP4p5,yes,Loladze,yes,,Thailand,zinc,mg,2010,8.04
RCP4p5,yes,Loladze,yes,,Tajikistan,protein,g,2010,89.36
RCP4p5,yes,Loladze,yes,,Tajikistan,iron,mg,2010,23.04
RCP4p5,yes,Loladze,yes,,Tajikistan,zinc,mg,2010,17.24
RCP4p5,yes,Loladze,yes,,Turkmenistan,protein,g,2010,130.12
RCP4p5,yes,Loladze,yes,,Turkmenistan,iron,mg,2010,28.34
RCP4p5,yes,Loladze,yes,,Turkmenistan,zinc,mg,2010,23.85
RCP4p5,yes,Loladze,yes,,Timor L'Este,protein,g,2010,64.47
RCP4p5,yes,Loladze,yes,,Timor L'Este,iron,mg,2010,17.03
RCP4p5,yes,Loladze,yes,,Timor L'Este,zinc,mg,2010,11.27
RCP4p5,yes,Loladze,yes,,Tunisia,protein,g,2010,127.43
RCP4p5,yes,Loladze,yes,,Tunisia,iron,mg,2010,31.87
RCP4p5,yes,Loladze,yes,,Tunisia,zinc,mg,2010,22.21
RCP4p5,yes,Loladze,yes,,Turkey,protein,g,2010,133.22
RCP4p5,yes,Loladze,yes,,Turkey,iron,mg,2010,32.94
RCP4p5,yes,Loladze,yes,,Turkey,zinc,mg,2010,22.85
RCP4p5,yes,Loladze,yes,,Tanzania,protein,g,2010,67.66
RCP4p5,yes,Loladze,yes,,Tanzania,iron,mg,2010,21.87
RCP4p5,yes,Loladze,yes,,Tanzania,zinc,mg,2010,10.99
RCP4p5,yes,Loladze,yes,,Uganda,protein,g,2010,62.03
RCP4p5,yes,Loladze,yes,,Uganda,iron,mg,2010,22.82
RCP4p5,yes,Loladze,yes,,Uganda,zinc,mg,2010,10.53
RCP4p5,yes,Loladze,yes,,UK,protein,g,2010,129.37
RCP4p5,yes,Loladze,yes,,UK,iron,mg,2010,23.18
RCP4p5,yes,Loladze,yes,,UK,zinc,mg,2010,19.70
RCP4p5,yes,Loladze,yes,,Ukraine,protein,g,2010,114.14
RCP4p5,yes,Loladze,yes,,Ukraine,iron,mg,2010,23.02
RCP4p5,yes,Loladze,yes,,Ukraine,zinc,mg,2010,18.31
RCP4p5,yes,Loladze,yes,,Uruguay,protein,g,2010,109.20
RCP4p5,yes,Loladze,yes,,Uruguay,iron,mg,2010,24.65
RCP4p5,yes,Loladze,yes,,Uruguay,zinc,mg,2010,19.95
RCP4p5,yes,Loladze,yes,,USA,protein,g,2010,150.20
RCP4p5,yes,Loladze,yes,,USA,iron,mg,2010,24.50
RCP4p5,yes,Loladze,yes,,USA,zinc,mg,2010,22.70
RCP4p5,yes,Loladze,yes,,Uzbekistan,protein,g,2010,102.61
RCP4p5,yes,Loladze,yes,,Uzbekistan,iron,mg,2010,23.41
RCP4p5,yes,Loladze,yes,,Uzbekistan,zinc,mg,2010,19.00
RCP4p5,yes,Loladze,yes,,Venezuela,protein,g,2010,83.65
RCP4p5,yes,Loladze,yes,,Venezuela,iron,mg,2010,17.38
RCP4p5,yes,Loladze,yes,,Venezuela,zinc,mg,2010,13.34
RCP4p5,yes,Loladze,yes,,Vietnam,protein,g,2010,79.16
RCP4p5,yes,Loladze,yes,,Vietnam,iron,mg,2010,15.40
RCP4p5,yes,Loladze,yes,,Vietnam,zinc,mg,2010,8.44
RCP4p5,yes,Loladze,yes,,Vanuatu,protein,g,2010,80.46
RCP4p5,yes,Loladze,yes,,Vanuatu,iron,mg,2010,31.80
RCP4p5,yes,Loladze,yes,,Vanuatu,zinc,mg,2010,14.32
RCP4p5,yes,Loladze,yes,,Yemen,protein,g,2010,68.63
RCP4p5,yes,Loladze,yes,,Yemen,iron,mg,2010,16.82
RCP4p5,yes,Loladze,yes,,Yemen,zinc,mg,2010,11.99
RCP4p5,yes,Loladze,yes,,South Africa,protein,g,2010,94.91
RCP4p5,yes,Loladze,yes,,South Africa,iron,mg,2010,23.59
RCP4p5,yes,Loladze,yes,,South Africa,zinc,mg,2010,13.54
RCP4p5,yes,Loladze,yes,,Zambia,protein,g,2010,55.33
RCP4p5,yes,Loladze,yes,,Zambia,iron,mg,2010,18.10
RCP4p5,yes,Loladze,yes,,Zambia,zinc,mg,2010,8.93
RCP4p5,yes,Loladze,yes,,Zimbabwe,protein,g,2010,59.15
RCP4p5,yes,Loladze,yes,,Zimbabwe,iron,mg,2010,18.14
RCP4p5,yes,Loladze,yes,,Zimbabwe,zinc,mg,2010,9.58
RCP4p5,yes,Loladze,,upper,North America,protein,g,2010,148.95
RCP4p5,yes,Loladze,,upper,North America,iron,mg,2010,24.52
RCP4p5,yes,Loladze,,upper,North America,zinc,mg,2010,22.54
RCP4p5,yes,Loladze,,upper,Global,protein,g,2010,95.09
RCP4p5,yes,Loladze,,upper,Global,iron,mg,2010,23.78
RCP4p5,yes,Loladze,,upper,Global,zinc,mg,2010,14.52
RCP4p5,yes,Loladze,,upper,South Asia,protein,g,2010,65.87
RCP4p5,yes,Loladze,,upper,South Asia,iron,mg,2010,17.31
RCP4p5,yes,Loladze,,upper,South Asia,zinc,mg,2010,9.73
RCP4p5,yes,Loladze,,upper,Afghanistan,protein,g,2010,67.90
RCP4p5,yes,Loladze,,upper,Afghanistan,iron,mg,2010,23.19
RCP4p5,yes,Loladze,,upper,Afghanistan,zinc,mg,2010,12.86
RCP4p5,yes,Loladze,,upper,Sub-Saharan Africa,protein,g,2010,66.40
RCP4p5,yes,Loladze,,upper,Sub-Saharan Africa,iron,mg,2010,25.71
RCP4p5,yes,Loladze,,upper,Sub-Saharan Africa,zinc,mg,2010,11.58
RCP4p5,yes,Loladze,,upper,Angola,protein,g,2010,68.66
RCP4p5,yes,Loladze,,upper,Angola,iron,mg,2010,20.60
RCP4p5,yes,Loladze,,upper,Angola,zinc,mg,2010,10.64
RCP4p5,yes,Loladze,,upper,Europe,protein,g,2010,127.99
RCP4p5,yes,Loladze,,upper,Europe,iron,mg,2010,22.73
RCP4p5,yes,Loladze,,upper,Europe,zinc,mg,2010,19.59
RCP4p5,yes,Loladze,,upper,Albania,protein,g,2010,124.47
RCP4p5,yes,Loladze,,upper,Albania,iron,mg,2010,25.12
RCP4p5,yes,Loladze,,upper,Albania,zinc,mg,2010,20.39
RCP4p5,yes,Loladze,,upper,Latin America & the Caribbean,protein,g,2010,98.18
RCP4p5,yes,Loladze,,upper,Latin America & the Caribbean,iron,mg,2010,20.86
RCP4p5,yes,Loladze,,upper,Latin America & the Caribbean,zinc,mg,2010,16.23
RCP4p5,yes,Loladze,,upper,Argentina,protein,g,2010,120.28
RCP4p5,yes,Loladze,,upper,Argentina,iron,mg,2010,24.61
RCP4p5,yes,Loladze,,upper,Argentina,zinc,mg,2010,21.77
RCP4p5,yes,Loladze,,upper,Former Soviet Union,protein,g,2010,116.71
RCP4p5,yes,Loladze,,upper,Former Soviet Union,iron,mg,2010,24.06
RCP4p5,yes,Loladze,,upper,Former Soviet Union,zinc,mg,2010,19.17
RCP4p5,yes,Loladze,,upper,Armenia,protein,g,2010,107.28
RCP4p5,yes,Loladze,,upper,Armenia,iron,mg,2010,25.15
RCP4p5,yes,Loladze,,upper,Armenia,zinc,mg,2010,18.65
RCP4p5,yes,Loladze,,upper,East Asia & Pacific,protein,g,2010,104.81
RCP4p5,yes,Loladze,,upper,East Asia & Pacific,iron,mg,2010,27.08
RCP4p5,yes,Loladze,,upper,East Asia & Pacific,zinc,mg,2010,15.65
RCP4p5,yes,Loladze,,upper,Australia,protein,g,2010,126.54
RCP4p5,yes,Loladze,,upper,Australia,iron,mg,2010,20.18
RCP4p5,yes,Loladze,,upper,Australia,zinc,mg,2010,19.54
RCP4p5,yes,Loladze,,upper,Austria,protein,g,2010,129.35
RCP4p5,yes,Loladze,,upper,Austria,iron,mg,2010,22.23
RCP4p5,yes,Loladze,,upper,Austria,zinc,mg,2010,19.82
RCP4p5,yes,Loladze,,upper,Azerbaijan,protein,g,2010,130.34
RCP4p5,yes,Loladze,,upper,Azerbaijan,iron,mg,2010,32.21
RCP4p5,yes,Loladze,,upper,Azerbaijan,zinc,mg,2010,24.01
RCP4p5,yes,Loladze,,upper,Burundi,protein,g,2010,47.11
RCP4p5,yes,Loladze,,upper,Burundi,iron,mg,2010,17.75
RCP4p5,yes,Loladze,,upper,Burundi,zinc,mg,2010,8.61
RCP4p5,yes,Loladze,,upper,Benin,protein,g,2010,68.08
RCP4p5,yes,Loladze,,upper,Benin,iron,mg,2010,21.92
RCP4p5,yes,Loladze,,upper,Benin,zinc,mg,2010,11.73
RCP4p5,yes,Loladze,,upper,Burkina Faso,protein,g,2010,90.52
RCP4p5,yes,Loladze,,upper,Burkina Faso,iron,mg,2010,36.74
RCP4p5,yes,Loladze,,upper,Burkina Faso,zinc,mg,2010,17.39
RCP4p5,yes,Loladze,,upper,Bangladesh,protein,g,2010,62.92
RCP4p5,yes,Loladze,,upper,Bangladesh,iron,mg,2010,13.90
RCP4p5,yes,Loladze,,upper,Bangladesh,zinc,mg,2010,6.34
RCP4p5,yes,Loladze,,upper,Bulgaria,protein,g,2010,105.24
RCP4p5,yes,Loladze,,upper,Bulgaria,iron,mg,2010,21.32
RCP4p5,yes,Loladze,,upper,Bulgaria,zinc,mg,2010,17.34
RCP4p5,yes,Loladze,,upper,Belarus,protein,g,2010,119.54
RCP4p5,yes,Loladze,,upper,Belarus,iron,mg,2010,22.44
RCP4p5,yes,Loladze,,upper,Belarus,zinc,mg,2010,18.95
RCP4p5,yes,Loladze,,upper,Baltic States,protein,g,2010,122.96
RCP4p5,yes,Loladze,,upper,Baltic States,iron,mg,2010,22.20
RCP4p5,yes,Loladze,,upper,Baltic States,zinc,mg,2010,18.83
RCP4p5,yes,Loladze,,upper,Belgium-Luxembourg,protein,g,2010,126.15
RCP4p5,yes,Loladze,,upper,Belgium-Luxembourg,iron,mg,2010,22.62
RCP4p5,yes,Loladze,,upper,Belgium-Luxembourg,zinc,mg,2010,18.99
RCP4p5,yes,Loladze,,upper,Belize,protein,g,2010,90.11
RCP4p5,yes,Loladze,,upper,Belize,iron,mg,2010,20.49
RCP4p5,yes,Loladze,,upper,Belize,zinc,mg,2010,14.30
RCP4p5,yes,Loladze,,upper,Bolivia,protein,g,2010,77.05
RCP4p5,yes,Loladze,,upper,Bolivia,iron,mg,2010,17.43
RCP4p5,yes,Loladze,,upper,Bolivia,zinc,mg,2010,13.84
RCP4p5,yes,Loladze,,upper,Brazil,protein,g,2010,110.14
RCP4p5,yes,Loladze,,upper,Brazil,iron,mg,2010,21.88
RCP4p5,yes,Loladze,,upper,Brazil,zinc,mg,2010,18.19
RCP4p5,yes,Loladze,,upper,Bhutan,protein,g,2010,75.11
RCP4p5,yes,Loladze,,upper,Bhutan,iron,mg,2010,23.33
RCP4p5,yes,Loladze,,upper,Bhutan,zinc,mg,2010,14.53
RCP4p5,yes,Loladze,,upper,Botswana,protein,g,2010,65.47
RCP4p5,yes,Loladze,,upper,Botswana,iron,mg,2010,22.99
RCP4p5,yes,Loladze,,upper,Botswana,zinc,mg,2010,9.53
RCP4p5,yes,Loladze,,upper,Central African Rep.,protein,g,2010,52.16
RCP4p5,yes,Loladze,,upper,Central African Rep.,iron,mg,2010,18.40
